national_number,gen,english_name,japanese_name,primary_type,secondary_type,classification,percent_male,percent_female,height_m,weight_kg,capture_rate,base_egg_steps,hp,attack,defense,sp_attack,sp_defense,speed,abilities,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,is_sublegendary,is_legendary,is_mythical
306,III,Aggron,Bossgodora,steel,rock,Iron Armor Pokémon,50.2,49.8,2.1,360.0,45,8960,70,110,180,60,60,50,"['Sturdy', 'Rock Head', 'Heavy Metal (Hidden Ability)']",0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5,0.0,0.0,0.0
307,III,Meditite,Asanan,fighting,psychic,Meditate Pokémon,50,50,0.6,11.2,180,5120,30,40,55,40,55,60,"['Pure Power', 'Telepathy (Hidden Ability)']",1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2,0.0,0.0,0.0
308,III,Medicham,Charem,fighting,psychic,Meditate Pokémon,50,50,1.3,31.5,90,5120,60,60,75,60,75,80,"['Pure Power', 'Telepathy (Hidden Ability)']",1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2,0.0,0.0,0.0
309,III,Electrike,Rakurai,electric,,Lightning Pokémon,50.2,49.8,0.6,15.2,120,5120,40,45,40,65,40,65,"['Static', 'Lightning Rod', 'Minus (Hidden Ability)']",1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0.0,0.0,0.0
310,III,Manectric,Livolt,electric,,Discharge Pokémon,50.2,49.8,1.5,40.2,45,5120,70,75,60,105,60,105,"['Static', 'Lightning Rod', 'Minus (Hidden Ability)']",1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0.0,0.0,0.0
311,III,Plusle,Prasle,electric,,Cheering Pokémon,50,50,0.4,4.2,200,5120,60,50,40,85,75,95,"['Plus', 'Lightning Rod (Hidden Ability)']",1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0.0,0.0,0.0
312,III,Minun,Minun,electric,,Cheering Pokémon,50,50,0.4,4.2,200,5120,60,40,50,75,85,95,"['Minus', 'Volt Absorb (Hidden Ability)']",1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0.0,0.0,0.0
313,III,Volbeat,Barubeat,bug,,Firefly Pokémon,100,0,0.7,17.7,150,3840,65,73,75,47,85,85,"['Illuminate', 'Swarm', 'Prankster (Hidden Ability)']",1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,0.0,0.0,0.0
314,III,Illumise,Illumise,bug,,Firefly Pokémon,0,100,0.6,17.7,150,3840,65,47,75,73,85,85,"['Oblivious', 'Tinted Lens', 'Prankster (Hidden Ability)']",1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,0.0,0.0,0.0
315,III,Roselia,Roselia,grass,poison,Thorn Pokémon,50.2,49.8,0.3,2.0,150,5120,50,60,45,100,80,65,"['Natural Cure', 'Poison Point', 'Leaf Guard (Hidden Ability)']",1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5,0.0,0.0,0.0
316,III,Gulpin,Gokulin,poison,,Stomach Pokémon,50,50,0.4,10.3,225,5120,70,43,53,43,53,40,"['Liquid Ooze', 'Sticky Hold', 'Gluttony (Hidden Ability)']",1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,0.0,0.0,0.0
317,III,Swalot,Marunoom,poison,,Poison Bag Pokémon,50,50,1.7,80,75,5120,100,73,83,73,83,55,"['Liquid Ooze', 'Sticky Hold', 'Gluttony (Hidden Ability)']",1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,0.0,0.0,0.0
318,III,Carvanha,Kibanha,water,dark,Savage Pokémon,50.2,49.8,0.8,20.8,225,5120,45,90,20,65,20,65,"['Rough Skin', 'Speed Boost (Hidden Ability)']",1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2,0.0,0.0,0.0
319,III,Sharpedo,Samehader,water,dark,Brutal Pokémon,50.2,49.8,1.8,88.8,60,5120,70,120,40,95,40,95,"['Rough Skin', 'Speed Boost (Hidden Ability)']",1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2,0.0,0.0,0.0
320,III,Wailmer,Hoeruko,water,,Ball Whale Pokémon,50.2,49.8,2.0,130.0,125,10240,130,70,35,70,35,60,"['Water Veil', 'Oblivious', 'Pressure (Hidden Ability)']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.0,0.0,0.0
321,III,Wailord,Whaloh,water,,Float Whale Pokémon,50.2,49.8,14.5,398.0,60,10240,170,90,45,90,45,60,"['Water Veil', 'Oblivious', 'Pressure (Hidden Ability)']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.0,0.0,0.0
322,III,Numel,Donmel,fire,ground,Numb Pokémon,50,50,0.7,24,255,5120,60,60,40,65,45,35,"['Oblivious', 'Simple', 'Own Tempo (Hidden Ability)']",1,0.5,4,0,1,1,1,0.5,2,1,1,0.5,1,1,1,1,0.5,0.5,0.0,0.0,0.0
323,III,Camerupt,Bakuuda,fire,ground,Eruption Pokémon,50,50,1.9,220,150,5120,70,100,70,105,75,40,"['Magma Armor', 'Solid Rock', 'Anger Point (Hidden Ability)']",1,0.5,4,0,1,1,1,0.5,2,1,1,0.5,1,1,1,1,0.5,0.5,0.0,0.0,0.0
324,III,Torkoal,Cotoise,fire,,Coal Pokémon,50.2,49.8,0.5,80.4,90,5120,70,85,140,85,70,20,"['White Smoke', 'Drought', 'Shell Armor (Hidden Ability)']",1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0.0,0.0,0.0
325,III,Spoink,Baneboo,psychic,,Bounce Pokémon,50,50,0.7,30.6,255,5120,60,25,35,70,80,60,"['Thick Fat', 'Own Tempo', 'Gluttony (Hidden Ability)']",1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0.0,0.0,0.0
326,III,Grumpig,Boopig,psychic,,Manipulate Pokémon,50,50,0.9,71.5,60,5120,80,45,65,90,110,80,"['Thick Fat', 'Own Tempo', 'Gluttony (Hidden Ability)']",1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0.0,0.0,0.0
327,III,Spinda,Patcheel,normal,,Spot Panda Pokémon,50,50,1.1,5,255,3840,60,60,60,60,60,60,"['Own Tempo', 'Tangled Feet', 'Contrary (Hidden Ability)']",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.0,0.0,0.0
328,III,Trapinch,Nuckrar,ground,,Ant Pit Pokémon,50.2,49.8,0.7,15.0,255,5120,45,100,45,45,45,10,"['Hyper Cutter', 'Arena Trap', 'Sheer Force (Hidden Ability)']",1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,0.0,0.0,0.0
329,III,Vibrava,Vibrava,ground,dragon,Vibration Pokémon,50.2,49.8,1.1,15.3,120,5120,50,70,50,50,50,70,['Levitate'],1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2,0.0,0.0,0.0
330,III,Flygon,Flygon,ground,dragon,Mystic Pokémon,50.2,49.8,2.0,82.0,45,5120,80,100,80,80,80,100,['Levitate'],1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2,0.0,0.0,0.0
331,III,Cacnea,Sabonea,grass,,Cactus Pokémon,50,50,0.4,51.3,190,5120,50,85,40,85,40,35,"['Sand Veil', 'Water Absorb (Hidden Ability)']",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0.0,0.0,0.0
332,III,Cacturne,Noctus,grass,dark,Scarecrow Pokémon,50,50,1.3,77.4,60,5120,70,115,60,115,60,55,"['Sand Veil', 'Water Absorb (Hidden Ability)']",1,2,0.5,0.5,0.5,2,2,2,0.5,2,0,4,1,0.5,1,0.5,1,2,0.0,0.0,0.0
333,III,Swablu,Tyltto,normal,flying,Cotton Bird Pokémon,50.2,49.8,0.4,1.2,255,5120,45,40,60,40,75,50,"['Natural Cure', 'Cloud Nine (Hidden Ability)']",1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,0.0,0.0,0.0
334,III,Altaria,Tyltalis,dragon,flying,Humming Pokémon,50.2,49.8,1.1,20.6,45,5120,75,70,90,70,105,80,"['Natural Cure', 'Cloud Nine (Hidden Ability)']",1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2,0.0,0.0,0.0
335,III,Zangoose,Zangoose,normal,,Cat Ferret Pokémon,50,50,1.3,40.3,90,5120,73,115,60,60,60,90,"['Immunity', 'Toxic Boost (Hidden Ability)']",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.0,0.0,0.0
336,III,Seviper,Habunake,poison,,Fang Snake Pokémon,50,50,2.7,52.5,90,5120,73,100,60,100,60,65,"['Shed Skin', 'Infiltrator (Hidden Ability)']",1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,0.0,0.0,0.0
337,III,Lunatone,Lunatone,rock,psychic,Meteorite Pokémon,,,1.0,168.0,45,6400,90,55,65,95,85,70,['Levitate'],0.5,0.5,2,1,2,1,1,0.5,2,0.5,0.5,2,1,2,1,2,2,1,0.0,0.0,0.0
338,III,Solrock,Solrock,rock,psychic,Meteorite Pokémon,,,1.2,154.0,45,6400,90,95,85,55,65,70,['Levitate'],0.5,0.5,2,1,2,1,1,0.5,2,0.5,0.5,2,1,2,1,2,2,1,0.0,0.0,0.0
339,III,Barboach,Dojoach,water,ground,Whiskers Pokémon,50.2,49.8,0.4,1.9,190,5120,50,48,43,46,41,60,"['Oblivious', 'Anticipation', 'Hydration (Hidden Ability)']",1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1,0.0,0.0,0.0
340,III,Whiscash,Namazun,water,ground,Whiskers Pokémon,50.2,49.8,0.9,23.6,75,5120,110,78,73,76,71,60,"['Oblivious', 'Anticipation', 'Hydration (Hidden Ability)']",1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1,0.0,0.0,0.0
341,III,Corphish,Heigani,water,,Ruffian Pokémon,50.2,49.8,0.6,11.5,205,3840,43,80,65,50,35,35,"['Hyper Cutter', 'Shell Armor', 'Adaptability (Hidden Ability)']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.0,0.0,0.0
342,III,Crawdaunt,Shizariger,water,dark,Rogue Pokémon,50.2,49.8,1.1,32.8,155,3840,63,120,85,90,55,55,"['Hyper Cutter', 'Shell Armor', 'Adaptability (Hidden Ability)']",1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2,0.0,0.0,0.0
343,III,Baltoy,Yajilon,ground,psychic,Clay Doll Pokémon,,,0.5,21.5,255,5120,40,40,55,40,70,55,['Levitate'],1,1,2,0,2,2,0.5,0.5,1,1,0.5,2,0.5,2,1,2,1,1,0.0,0.0,0.0
344,III,Claydol,Nendoll,ground,psychic,Clay Doll Pokémon,,,1.5,108.0,90,5120,60,70,105,70,120,75,['Levitate'],1,1,2,0,2,2,0.5,0.5,1,1,0.5,2,0.5,2,1,2,1,1,0.0,0.0,0.0
345,III,Lileep,Lilyla,rock,grass,Sea Lily Pokémon,88.14,11.86,1.0,23.8,45,7680,66,41,77,61,87,23,"['Suction Cups', 'Storm Drain (Hidden Ability)']",0.5,1,1,0.5,1,2,2,1,1,1,1,2,1,1,1,1,2,1,0.0,0.0,0.0
346,III,Cradily,Yuradle,rock,grass,Barnacle Pokémon,88.14,11.86,1.5,60.4,45,7680,86,81,97,81,107,43,"['Suction Cups', 'Storm Drain (Hidden Ability)']",0.5,1,1,0.5,1,2,2,1,1,1,1,2,1,1,1,1,2,1,0.0,0.0,0.0
347,III,Anorith,Anopth,rock,bug,Old Shrimp Pokémon,88.14,11.86,0.7,12.5,45,7680,45,95,50,40,50,75,"['Battle Armor', 'Swift Swim (Hidden Ability)']",0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1,0.0,0.0,0.0
348,III,Armaldo,Armaldo,rock,bug,Plate Pokémon,88.14,11.86,1.5,68.2,45,7680,75,125,100,70,80,45,"['Battle Armor', 'Swift Swim (Hidden Ability)']",0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1,0.0,0.0,0.0
349,III,Feebas,Hinbass,water,,Fish Pokémon,50.2,49.8,0.6,7.4,255,5120,20,15,20,10,55,80,"['Swift Swim', 'Oblivious', 'Adaptability (Hidden Ability)']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.0,0.0,0.0
350,III,Milotic,Milokaross,water,,Tender Pokémon,50.2,49.8,6.2,162.0,60,5120,95,60,79,100,125,81,"['Marvel Scale', 'Competitive', 'Cute Charm (Hidden Ability)']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.0,0.0,0.0
351,III,Castform,Powalen,normal,fire,Weather Pokémon,50,50,0.3,0.8,45,6400,70,70,70,70,70,70,['Forecast'],1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.0,0.0,0.0
352,III,Kecleon,Kakureon,normal,,Color Swap Pokémon,50,50,1,22,200,5120,60,90,70,60,120,40,"['Color Change', 'Protean (Hidden Ability)']",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.0,0.0,0.0
353,III,Shuppet,Kagebouzu,ghost,,Puppet Pokémon,50,50,0.6,2.3,225,6400,44,75,35,63,33,45,"['Insomnia', 'Frisk', 'Cursed Body (Hidden Ability)']",0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,0.0,0.0,0.0
354,III,Banette,Juppeta,ghost,,Marionette Pokémon,50,50,1.1,12.5,45,6400,64,115,65,83,63,65,"['Insomnia', 'Frisk', 'Cursed Body (Hidden Ability)']",0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,0.0,0.0,0.0
355,III,Duskull,Yomawaru,ghost,,Requiem Pokémon,50.2,49.8,0.8,15.0,190,6400,20,40,90,30,90,25,"['Levitate', 'Frisk (Hidden Ability)']",0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,0.0,0.0,0.0
356,III,Dusclops,Samayouru,ghost,,Beckon Pokémon,50.2,49.8,1.6,30.6,90,6400,40,70,130,60,130,25,"['Pressure', 'Frisk (Hidden Ability)']",0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,0.0,0.0,0.0
357,III,Tropius,Tropius,grass,flying,Fruit Pokémon,50,50,2,100,200,6400,99,68,83,72,87,51,"['Chlorophyll', 'Solar Power', 'Harvest (Hidden Ability)']",1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,1,0.0,0.0,0.0
358,III,Chimecho,Chirean,psychic,,Wind Chime Pokémon,50,50,0.6,1,45,6400,75,50,80,95,90,65,['Levitate'],1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0.0,0.0,0.0
359,III,Absol,Absol,dark,,Disaster Pokémon,50.2,49.8,1.2,47.0,30,6400,65,130,60,75,60,75,"['Pressure', 'Super Luck', 'Justified (Hidden Ability)']",1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,0.0,0.0,0.0
360,III,Wynaut,Sohnano,psychic,,Bright Pokémon,50.2,49.8,0.6,14.0,125,5120,95,23,48,23,48,23,"['Shadow Tag', 'Telepathy (Hidden Ability)']",1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0.0,0.0,0.0
361,III,Snorunt,Yukiwarashi,ice,,Snow Hat Pokémon,50.2,49.8,0.7,16.8,190,5120,50,50,50,50,50,50,"['Inner Focus', 'Ice Body', 'Moody (Hidden Ability)']",1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,0.0,0.0,0.0
362,III,Glalie,Onigohri,ice,,Face Pokémon,50.2,49.8,1.5,256.5,75,5120,80,80,80,80,80,80,"['Inner Focus', 'Ice Body', 'Moody (Hidden Ability)']",1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,0.0,0.0,0.0
363,III,Spheal,Tamazarashi,ice,water,Clap Pokémon,50.2,49.8,0.8,39.5,255,5120,70,40,50,55,50,25,"['Thick Fat', 'Ice Body', 'Oblivious (Hidden Ability)']",1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1,0.0,0.0,0.0
364,III,Sealeo,Todoggler,ice,water,Ball Roll Pokémon,50.2,49.8,1.1,87.6,120,5120,90,60,70,75,70,45,"['Thick Fat', 'Ice Body', 'Oblivious (Hidden Ability)']",1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1,0.0,0.0,0.0
365,III,Walrein,Todoseruga,ice,water,Ice Break Pokémon,50.2,49.8,1.4,150.6,45,5120,110,80,90,95,90,65,"['Thick Fat', 'Ice Body', 'Oblivious (Hidden Ability)']",1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1,0.0,0.0,0.0
366,III,Clamperl,Pearlulu,water,,Bivalve Pokémon,50,50,0.4,52.5,255,5120,35,64,85,74,55,32,"['Shell Armor', 'Rattled (Hidden Ability)']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.0,0.0,0.0
367,III,Huntail,Huntail,water,,Deep Sea Pokémon,50,50,1.7,27,60,5120,55,104,105,94,75,52,"['Swift Swim', 'Water Veil (Hidden Ability)']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.0,0.0,0.0
368,III,Gorebyss,Sakurabyss,water,,South Sea Pokémon,50,50,1.8,22.6,60,5120,55,84,105,114,75,52,"['Swift Swim', 'Hydration (Hidden Ability)']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.0,0.0,0.0
369,III,Relicanth,Glanth,water,rock,Longevity Pokémon,88.14,11.86,1.0,23.4,25,10240,100,90,130,45,65,55,"['Swift Swim', 'Rock Head', 'Sturdy (Hidden Ability)']",0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1,0.0,0.0,0.0
370,III,Luvdisc,Lovecus,water,,Rendezvous Pokémon,24.6,75.4,0.6,8.7,225,5120,43,30,55,40,65,97,"['Swift Swim', 'Hydration (Hidden Ability)']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.0,0.0,0.0
371,III,Bagon,Tatsubay,dragon,,Rock Head Pokémon,50.2,49.8,0.6,42.1,45,10240,45,75,60,40,30,50,"['Rock Head', 'Sheer Force (Hidden Ability)']",1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2,0.0,0.0,0.0
372,III,Shelgon,Komoruu,dragon,,Endurance Pokémon,50.2,49.8,1.1,110.5,45,10240,65,95,100,60,50,50,"['Rock Head', 'Overcoat (Hidden Ability)']",1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2,0.0,0.0,0.0
373,III,Salamence,Bohmander,dragon,flying,Dragon Pokémon,50.2,49.8,1.5,102.6,45,10240,95,135,80,110,80,100,"['Intimidate', 'Moxie (Hidden Ability)']",1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2,0.0,0.0,0.0
374,III,Beldum,Dumbber,steel,psychic,Iron Ball Pokémon,,,0.6,95.2,3,10240,40,55,80,35,60,30,"['Clear Body', 'Light Metal (Hidden Ability)']",0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5,0.0,0.0,0.0
375,III,Metang,Metang,steel,psychic,Iron Claw Pokémon,,,1.2,202.5,3,10240,60,75,100,55,80,50,"['Clear Body', 'Light Metal (Hidden Ability)']",0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5,0.0,0.0,0.0
376,III,Metagross,Metagross,steel,psychic,Iron Leg Pokémon,,,1.6,550.0,3,10240,80,135,130,95,90,70,"['Clear Body', 'Light Metal (Hidden Ability)']",0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5,0.0,0.0,0.0
377,III,Regirock,Regirock,rock,,Rock Peak Pokémon,,,1.7,230.0,3,20480,80,100,200,50,100,50,"['Clear Body', 'Sturdy (Hidden Ability)']",0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,1.0,0.0,0.0
378,III,Regice,Regice,ice,,Iceberg Pokémon,,,1.8,175.0,3,20480,80,50,100,100,200,50,"['Clear Body', 'Ice Body (Hidden Ability)']",1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,1.0,0.0,0.0
379,III,Registeel,Registeel,steel,,Iron Pokémon,,,1.9,205.0,3,20480,80,75,150,75,150,50,"['Clear Body', 'Light Metal (Hidden Ability)']",0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,1.0,0.0,0.0
380,III,Latias,Latias,dragon,psychic,Eon Pokémon,0,100,1.4,40.0,3,30720,80,80,90,110,130,110,['Levitate'],1,0.5,0.5,0.5,0.5,2,0.5,1,1,1,0.5,2,1,2,2,2,1,2,1.0,0.0,0.0
381,III,Latios,Latios,dragon,psychic,Eon Pokémon,100,0,2.0,60.0,3,30720,80,90,80,130,110,110,['Levitate'],1,0.5,0.5,0.5,0.5,2,0.5,1,1,1,0.5,2,1,2,2,2,1,2,1.0,0.0,0.0
382,III,Kyogre,Kyogre,water,,Sea Basin Pokémon,,,4.5,352.0,3,30720,100,100,90,150,140,90,['Drizzle'],1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.0,1.0,0.0
383,III,Groudon,Groudon,ground,,Continent Pokémon,,,3.5,950.0,3,30720,100,150,140,100,90,90,['Drought'],1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,0.0,1.0,0.0
384,III,Rayquaza,Rayquaza,dragon,flying,Sky High Pokémon,,,7.0,206.5,45,30720,105,150,90,150,90,95,['Air Lock'],1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2,0.0,1.0,0.0
385,III,Jirachi,Jirachi,steel,psychic,Wish Pokémon,,,0.3,1.1,3,30720,100,100,100,100,100,100,['Serene Grace'],0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5,0.0,0.0,1.0
386,III,Deoxys,Deoxys,psychic,,DNA Pokémon,,,1.7,60.8,3,30720,50,150,50,150,50,150,['Pressure'],1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0.0,0.0,1.0
387,IV,Turtwig,Naetle,grass,,Tiny Leaf Pokémon,88.1,11.9,0.4,10.2,45,5120,55,68,64,45,55,31,"['Overgrow', 'Shell Armor (Hidden Ability)']",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0.0,0.0,0.0
388,IV,Grotle,Hayashigame,grass,,Grove Pokémon,88.1,11.9,1.1,97,45,5120,75,89,85,55,65,36,"['Overgrow', 'Shell Armor (Hidden Ability)']",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0.0,0.0,0.0
389,IV,Torterra,Dodaitose,grass,ground,Continent Pokémon,88.1,11.9,2.2,310,45,5120,95,109,105,75,85,56,"['Overgrow', 'Shell Armor (Hidden Ability)']",1,2,1,0,1,4,1,1,0.5,2,1,2,0.5,1,1,1,1,1,0.0,0.0,0.0
390,IV,Chimchar,Hikozaru,fire,,Chimp Pokémon,88.1,11.9,0.5,6.2,45,5120,44,58,44,58,44,61,"['Blaze', 'Iron Fist (Hidden Ability)']",1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0.0,0.0,0.0
391,IV,Monferno,Moukazaru,fire,fighting,Playful Pokémon,88.1,11.9,0.9,22,45,5120,64,78,52,78,52,81,"['Blaze', 'Iron Fist (Hidden Ability)']",1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1,0.0,0.0,0.0
392,IV,Infernape,Goukazaru,fire,fighting,Flame Pokémon,88.1,11.9,1.2,55,45,5120,76,104,71,104,71,108,"['Blaze', 'Iron Fist (Hidden Ability)']",1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1,0.0,0.0,0.0
393,IV,Piplup,Pochama,water,,Penguin Pokémon,88.1,11.9,0.4,5.2,45,5120,53,51,53,61,56,40,"['Torrent', 'Defiant (Hidden Ability)']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.0,0.0,0.0
394,IV,Prinplup,Pottaishi,water,,Penguin Pokémon,88.1,11.9,0.8,23,45,5120,64,66,68,81,76,50,"['Torrent', 'Defiant (Hidden Ability)']",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.0,0.0,0.0
395,IV,Empoleon,Emperte,water,steel,Emperor Pokémon,88.1,11.9,1.7,84.5,45,5120,84,86,88,111,101,60,"['Torrent', 'Defiant (Hidden Ability)']",0.5,1,0.5,2,1,0.25,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.25,0.5,0.0,0.0,0.0
396,IV,Starly,Mukkuru,normal,flying,Starling Pokémon,50,50,0.3,2,255,3840,40,55,30,30,30,60,"['Keen Eye', 'Reckless (Hidden Ability)']",1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,0.0,0.0,0.0
397,IV,Staravia,Mukubird,normal,flying,Starling Pokémon,50,50,0.6,15.5,120,3840,55,75,50,40,40,80,"['Intimidate', 'Reckless (Hidden Ability)']",1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,0.0,0.0,0.0
398,IV,Staraptor,Mukuhawk,normal,flying,Predator Pokémon,50,50,1.2,24.9,45,3840,85,120,70,50,60,100,"['Intimidate', 'Reckless (Hidden Ability)']",1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,0.0,0.0,0.0
399,IV,Bidoof,Bippa,normal,,Plump Mouse Pokémon,50,50,0.5,20,255,3840,59,45,40,35,40,31,"['Simple', 'Unaware', 'Moody (Hidden Ability)']",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.0,0.0,0.0
400,IV,Bibarel,Beadaru,normal,water,Beaver Pokémon,50,50,1,31.5,127,3840,79,85,60,55,60,71,"['Simple', 'Unaware', 'Moody (Hidden Ability)']",1,0.5,0.5,2,2,0.5,2,1,1,1,1,1,1,0,1,1,0.5,1,0.0,0.0,0.0
401,IV,Kricketot,Korobohshi,bug,,Cricket Pokémon,50,50,0.3,2.2,255,3840,37,25,41,25,41,25,"['Shed Skin', 'Run Away (Hidden Ability)']",1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,0.0,0.0,0.0
