english_name,class_primary,class_secondary,attack,gen,percent_male,percent_female,height_m,weight_kg,capture_rate,base_egg_steps,hp,defense,sp_attack,sp_defense,speed,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychict,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,votes_first,votes_top_6,num_abilities,evo_length,has_mega_evolution,has_gigantamax,rarity
Bronzor,16,10,24.0,4.0,0.0,0.0,0.5,60.5,255.0,5120.0,57.0,86.0,24.0,86.0,23.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,1.0,3.0,3.0,0.0,0.0,0.0
Bronzong,16,10,89.0,4.0,0.0,0.0,1.3,187.0,90.0,5120.0,67.0,116.0,79.0,116.0,33.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,8.0,3.0,3.0,0.0,0.0,0.0
Bonsly,11,1,80.0,4.0,50.2,49.8,0.5,15.0,255.0,5120.0,50.0,95.0,10.0,45.0,10.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0
Mime Jr.,10,7,25.0,4.0,50.2,49.8,0.6,13.0,145.0,6400.0,20.0,45.0,70.0,90.0,60.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,5.0,3.0,3.0,0.0,0.0,0.0
Happiny,4,1,5.0,4.0,0.0,100.0,0.6,24.4,130.0,10240.0,100.0,5.0,15.0,65.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,5.0,0.0,0.0,0.0
Chatot,4,2,65.0,4.0,50.0,50.0,0.5,1.9,30.0,5120.0,76.0,45.0,92.0,42.0,91.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,3.0,13.0,3.0,1.0,0.0,0.0,0.0
Spiritomb,12,3,92.0,4.0,50.2,49.8,1.0,108.0,100.0,7680.0,50.0,108.0,92.0,108.0,35.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,18.0,2.0,1.0,0.0,0.0,0.0
Gible,14,6,70.0,4.0,50.2,49.8,0.7,20.5,45.0,10240.0,58.0,45.0,40.0,45.0,42.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,2.0,13.0,2.0,5.0,0.0,0.0,0.0
Gabite,14,6,90.0,4.0,50.2,49.8,1.4,56.0,45.0,10240.0,68.0,65.0,50.0,55.0,82.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,5.0,0.0,0.0,0.0
Garchomp,14,6,130.0,4.0,50.2,49.8,1.9,95.0,45.0,10240.0,108.0,95.0,80.0,85.0,102.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,24.0,136.0,2.0,5.0,1.0,0.0,0.0
Munchlax,4,1,85.0,4.0,88.14,11.86,0.6,105.0,50.0,10240.0,135.0,40.0,40.0,85.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4.0,14.0,3.0,3.0,0.0,0.0,0.0
Riolu,9,1,70.0,4.0,88.14,11.86,0.7,20.2,75.0,6400.0,40.0,40.0,35.0,40.0,60.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,2.0,9.0,3.0,3.0,0.0,0.0,0.0
Lucario,9,11,110.0,4.0,88.14,11.86,1.2,54.0,45.0,6400.0,70.0,70.0,115.0,70.0,90.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,1.0,1.0,0.25,0.25,1.0,0.5,0.5,0.5,1.0,29.0,159.0,3.0,3.0,1.0,0.0,0.0
Hippopotas,7,1,72.0,4.0,50.2,49.8,0.8,49.5,140.0,7680.0,68.0,78.0,38.0,42.0,32.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0
Hippowdon,7,1,112.0,4.0,50.2,49.8,2.0,300.0,60.0,7680.0,108.0,118.0,68.0,72.0,47.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,6.0,2.0,3.0,0.0,0.0,0.0
Skorupi,5,17,50.0,4.0,50.2,49.8,0.8,12.0,120.0,5120.0,40.0,90.0,30.0,55.0,65.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,0.0,4.0,3.0,3.0,0.0,0.0,0.0
Drapion,5,3,90.0,4.0,50.2,49.8,1.3,61.5,45.0,5120.0,70.0,110.0,60.0,75.0,95.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,10.0,3.0,3.0,0.0,0.0,0.0
Croagunk,5,9,61.0,4.0,50.2,49.8,0.7,23.0,140.0,2560.0,48.0,40.0,61.0,40.0,50.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,2.0,4.0,0.25,0.5,1.0,1.0,0.5,1.0,1.0,4.0,9.0,3.0,3.0,0.0,0.0,0.0
Toxicroak,5,9,106.0,4.0,50.2,49.8,1.3,44.4,75.0,5120.0,83.0,65.0,86.0,65.0,85.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,2.0,4.0,0.25,0.5,1.0,1.0,0.5,1.0,1.0,1.0,16.0,3.0,3.0,0.0,0.0,0.0
Carnivine,0,1,100.0,4.0,50.0,50.0,1.4,27.0,200.0,6400.0,74.0,72.0,90.0,72.0,46.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
Finneon,2,1,49.0,4.0,50.0,50.0,0.4,7.0,190.0,5120.0,49.0,56.0,49.0,61.0,66.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0
Lumineon,2,1,69.0,4.0,50.0,50.0,1.2,24.0,75.0,5120.0,69.0,76.0,69.0,86.0,91.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0
Mantyke,2,2,20.0,4.0,50.2,49.8,1.0,65.0,25.0,6400.0,45.0,50.0,60.0,120.0,50.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0
Snover,0,5,62.0,4.0,50.2,49.8,1.0,50.5,120.0,5120.0,60.0,50.0,62.0,60.0,40.0,1.0,4.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,0.0,0.0,0.0
Abomasnow,0,5,92.0,4.0,50.2,49.8,2.2,135.5,60.0,5120.0,90.0,75.0,92.0,85.0,60.0,1.0,4.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0,2.0,3.0,1.0,0.0,0.0
Weavile,15,5,120.0,4.0,50.2,49.8,1.1,34.0,45.0,5120.0,70.0,65.0,45.0,85.0,125.0,1.0,2.0,1.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,0.0,2.0,2.0,0.5,1.0,0.5,2.0,2.0,11.0,36.0,2.0,3.0,0.0,0.0,0.0
Magnezone,6,11,70.0,4.0,0.0,0.0,1.2,180.0,30.0,5120.0,70.0,115.0,130.0,90.0,60.0,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5,5.0,31.0,3.0,5.0,0.0,0.0,0.0
Lickilicky,4,1,85.0,4.0,50.2,49.8,1.7,140.0,30.0,5120.0,110.0,95.0,80.0,95.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,6.0,3.0,3.0,0.0,0.0,0.0
Rhyperior,7,13,140.0,4.0,50.2,49.8,2.4,282.8,30.0,5120.0,115.0,130.0,55.0,55.0,40.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,3.0,12.0,3.0,5.0,0.0,0.0,0.0
Tangrowth,0,1,100.0,4.0,50.2,49.8,2.0,128.6,30.0,5120.0,100.0,125.0,110.0,50.0,50.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0
Electivire,6,1,123.0,4.0,75.49,24.51,1.8,138.6,30.0,6400.0,75.0,67.0,95.0,85.0,95.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,8.0,45.0,2.0,5.0,0.0,0.0,0.0
Magmortar,1,1,95.0,4.0,75.49,24.51,1.6,68.0,30.0,6400.0,75.0,67.0,125.0,95.0,83.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0.0,8.0,2.0,5.0,0.0,0.0,0.0
Togekiss,8,2,50.0,4.0,88.14,11.86,1.5,38.0,30.0,2560.0,85.0,95.0,120.0,115.0,80.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,2.0,0.0,1.0,1.0,0.25,2.0,1.0,0.0,0.5,2.0,1.0,7.0,54.0,3.0,5.0,0.0,0.0,0.0
Yanmega,3,2,76.0,4.0,50.0,50.0,1.9,51.5,30.0,5120.0,86.0,86.0,116.0,56.0,95.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,3.0,14.0,3.0,3.0,0.0,0.0,0.0
Leafeon,0,1,110.0,4.0,88.14,11.86,1.0,25.5,45.0,8960.0,65.0,130.0,60.0,65.0,95.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,55.0,2.0,1.0,0.0,0.0,0.0
Glaceon,13,1,60.0,4.0,88.14,11.86,0.8,25.9,45.0,8960.0,65.0,110.0,130.0,95.0,65.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,16.0,53.0,2.0,1.0,0.0,0.0,0.0
Gliscor,7,2,95.0,4.0,50.0,50.0,2.0,42.5,30.0,5120.0,75.0,125.0,45.0,75.0,95.0,1.0,1.0,2.0,0.0,1.0,4.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,11.0,73.0,3.0,3.0,0.0,0.0,0.0
Mamoswine,13,6,130.0,4.0,50.2,49.8,2.5,291.0,50.0,5120.0,110.0,80.0,70.0,60.0,80.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,34.0,3.0,4.0,0.0,0.0,0.0
Porygon-Z,4,1,80.0,4.0,0.0,0.0,0.9,34.0,30.0,5120.0,85.0,70.0,135.0,75.0,90.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,62.0,3.0,5.0,0.0,0.0,0.0
Gallade,10,9,125.0,4.0,100.0,0.0,1.6,52.0,45.0,5120.0,68.0,65.0,65.0,115.0,80.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,9.0,71.0,2.0,5.0,1.0,0.0,0.0
Probopass,11,11,55.0,4.0,50.0,50.0,1.4,340.0,60.0,5120.0,60.0,145.0,75.0,150.0,40.0,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,1.0,2.0,3.0,3.0,0.0,0.0,0.0
Dusknoir,12,1,100.0,4.0,50.2,49.8,2.2,106.6,45.0,6400.0,45.0,135.0,65.0,135.0,45.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,4.0,12.0,2.0,5.0,0.0,0.0,0.0
Froslass,13,16,80.0,4.0,0.0,100.0,1.3,26.6,75.0,5120.0,70.0,70.0,80.0,70.0,110.0,0.0,2.0,1.0,1.0,1.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5,2.0,2.0,1.0,2.0,2.0,1.0,6.0,36.0,2.0,5.0,0.0,0.0,0.0
Rotom,6,16,50.0,4.0,0.0,0.0,0.3,0.3,45.0,5120.0,50.0,77.0,95.0,77.0,91.0,0.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,0.5,1.0,0.5,1.0,2.0,1.0,2.0,0.5,1.0,2.0,28.0,1.0,1.0,0.0,0.0,0.0
Uxie,10,1,75.0,4.0,0.0,0.0,0.3,0.3,3.0,20480.0,75.0,130.0,75.0,130.0,95.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0
Mesprit,10,1,105.0,4.0,0.0,0.0,0.3,0.3,3.0,20480.0,80.0,105.0,105.0,105.0,80.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
Azelf,10,1,125.0,4.0,0.0,0.0,0.3,0.3,3.0,20480.0,75.0,70.0,125.0,70.0,115.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0
Palkia,2,15,120.0,4.0,0.0,0.0,4.2,336.0,3.0,30720.0,90.0,100.0,150.0,120.0,100.0,1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0,0.0,14.0,2.0,1.0,0.0,0.0,2.0
Heatran,1,11,90.0,4.0,50.2,49.8,1.7,430.0,3.0,2560.0,91.0,106.0,130.0,106.0,77.0,0.5,1.0,2.0,1.0,0.25,0.25,2.0,0.0,4.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.25,0.25,2.0,7.0,2.0,1.0,0.0,0.0,1.0
Regigigas,4,1,160.0,4.0,0.0,0.0,3.7,420.0,3.0,30720.0,110.0,110.0,80.0,110.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,22.0,1.0,1.0,0.0,0.0,1.0
Cresselia,10,1,70.0,4.0,0.0,100.0,1.5,85.6,3.0,30720.0,120.0,120.0,75.0,130.0,85.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0
Phione,2,1,80.0,4.0,0.0,0.0,0.4,3.1,30.0,10240.0,80.0,80.0,80.0,80.0,80.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0
Manaphy,2,1,100.0,4.0,0.0,0.0,0.3,1.4,3.0,2560.0,100.0,100.0,100.0,100.0,100.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,6.0,1.0,3.0,0.0,0.0,3.0
Darkrai,15,1,90.0,4.0,0.0,0.0,1.5,50.5,3.0,30720.0,70.0,90.0,135.0,90.0,125.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,8.0,47.0,1.0,1.0,0.0,0.0,3.0
Shaymin,0,8,100.0,4.0,0.0,0.0,0.2,2.1,45.0,30720.0,100.0,100.0,100.0,100.0,100.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,37.0,2.0,1.0,0.0,0.0,3.0
Arceus,4,1,120.0,4.0,0.0,0.0,3.2,320.0,3.0,30720.0,120.0,120.0,120.0,120.0,120.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,21.0,1.0,1.0,0.0,0.0,3.0
Victini,10,12,100.0,5.0,0.0,0.0,0.4,4.0,3.0,30720.0,100.0,100.0,100.0,100.0,100.0,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5,9.0,46.0,1.0,1.0,0.0,0.0,3.0
Snivy,0,1,45.0,5.0,88.1,11.9,0.6,8.1,45.0,5120.0,45.0,55.0,45.0,55.0,63.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,23.0,2.0,5.0,0.0,0.0,0.0
Servine,0,1,60.0,5.0,88.1,11.9,0.8,16.0,45.0,5120.0,60.0,75.0,60.0,75.0,83.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0
Serperior,0,1,75.0,5.0,88.1,11.9,3.3,63.0,45.0,5120.0,75.0,95.0,75.0,95.0,113.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,67.0,2.0,5.0,0.0,0.0,0.0
Tepig,1,1,63.0,5.0,88.1,11.9,0.5,9.9,45.0,5120.0,65.0,45.0,45.0,45.0,45.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,3.0,10.0,2.0,5.0,0.0,0.0,0.0
Pignite,1,9,93.0,5.0,88.1,11.9,1.0,55.5,45.0,5120.0,90.0,55.0,70.0,55.0,55.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,2.0,5.0,0.0,0.0,0.0
Emboar,1,9,123.0,5.0,88.1,11.9,1.6,150.0,45.0,5120.0,110.0,65.0,100.0,65.0,65.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,2.0,20.0,2.0,5.0,0.0,0.0,0.0
Oshawott,2,1,55.0,5.0,88.1,11.9,0.5,5.9,45.0,5120.0,55.0,45.0,63.0,45.0,45.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,9.0,41.0,2.0,5.0,0.0,0.0,0.0
Dewott,2,1,75.0,5.0,88.1,11.9,0.8,24.5,45.0,5120.0,75.0,60.0,83.0,60.0,60.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,9.0,2.0,5.0,0.0,0.0,0.0
Samurott,2,1,100.0,5.0,88.1,11.9,1.5,94.6,45.0,5120.0,95.0,85.0,108.0,70.0,70.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,9.0,37.0,2.0,5.0,0.0,0.0,0.0
Patrat,4,1,55.0,5.0,50.0,50.0,0.5,11.6,255.0,3840.0,45.0,39.0,35.0,39.0,42.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0
Watchog,4,1,85.0,5.0,50.0,50.0,1.1,27.0,255.0,5120.0,60.0,69.0,60.0,69.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0
Lillipup,4,1,60.0,5.0,50.2,49.8,0.4,4.1,255.0,3840.0,45.0,45.0,25.0,45.0,55.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,0.0,0.0,0.0
Herdier,4,1,80.0,5.0,50.2,49.8,0.9,14.7,120.0,3840.0,65.0,65.0,35.0,65.0,60.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,5.0,0.0,0.0,0.0
Stoutland,4,1,110.0,5.0,50.2,49.8,1.2,61.0,45.0,3840.0,85.0,90.0,45.0,90.0,80.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,6.0,3.0,5.0,0.0,0.0,0.0
Purrloin,15,1,50.0,5.0,50.2,49.8,0.4,10.1,255.0,5120.0,41.0,37.0,50.0,37.0,66.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0
Liepard,15,1,88.0,5.0,50.2,49.8,1.1,37.5,90.0,5120.0,64.0,50.0,88.0,50.0,106.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0
Pansage,0,1,53.0,5.0,88.1,11.9,0.6,10.5,190.0,5120.0,50.0,48.0,53.0,48.0,64.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0
Simisage,0,1,98.0,5.0,88.1,11.9,1.1,30.5,75.0,5120.0,75.0,63.0,98.0,63.0,101.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0
Pansear,1,1,53.0,5.0,88.1,11.9,0.6,11.0,190.0,5120.0,50.0,48.0,53.0,48.0,64.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,2.0,3.0,0.0,0.0,0.0
Simisear,1,1,98.0,5.0,88.1,11.9,1.0,28.0,75.0,5120.0,75.0,63.0,98.0,63.0,101.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,2.0,3.0,0.0,0.0,0.0
Panpour,2,1,53.0,5.0,88.1,11.9,0.6,13.5,190.0,5120.0,50.0,48.0,53.0,48.0,64.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,4.0,2.0,3.0,0.0,0.0,0.0
Simipour,2,1,98.0,5.0,88.1,11.9,1.0,29.0,75.0,5120.0,75.0,63.0,98.0,63.0,101.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0
Munna,10,1,25.0,5.0,50.2,49.8,0.6,23.3,190.0,2560.0,76.0,45.0,67.0,55.0,24.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0
Musharna,10,1,55.0,5.0,50.2,49.8,1.1,60.5,75.0,2560.0,116.0,85.0,107.0,95.0,29.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0
Pidove,4,2,55.0,5.0,50.2,49.8,0.3,2.1,255.0,3840.0,50.0,50.0,36.0,30.0,43.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,2.0,5.0,3.0,5.0,0.0,0.0,0.0
Tranquill,4,2,77.0,5.0,50.2,49.8,0.6,15.0,120.0,3840.0,62.0,62.0,50.0,42.0,65.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,5.0,0.0,0.0,0.0
Unfezant,4,2,115.0,5.0,50.2,49.8,1.2,29.0,45.0,3840.0,80.0,80.0,65.0,55.0,93.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,0.0,0.0,0.0
